564,3
50,12
743,2
1764,1
1868,1
85,5
1816,2
75,2
139,4
777,1
1277,1
200,9
352,3
45,10
19,8
351,1
1131,2
1639,1
513,2
159,2
35,27
97,3
1481,1
977,4
727,1
294,6
103,15
1795,1
2290,5
1549,6
559,2
127,13
276,4
206,2
118,3
565,2
679,5
1888,1
2007,4
366,1
16,4
1187,1
297,1
647,1
84,1
1469,1
1138,1
1282,1
602,2
938,1
10,4
1531,1
671,3
11,15
452,3
1081,2
438,1
1442,1
1458,1
2437,1
889,4
1544,1
226,1
797,2
56,4
393,4
76,3
1783,2
293,2
274,1
2130,1
1530,1
68,1
794,1
682,2
1155,2
863,1
303,6
2232,1
268,4
1468,2
69,5
178,8
496,3
1323,2
404,3
516,3
1643,1
2004,2
1374,1
1348,1
13,6
799,1
96,3
126,3
1778,1
1533,1
390,1
816,2
4,21
265,3
1118,2
1484,1
270,2
574,3
242,1
524,1
2443,3
2030,1
1241,1
410,1
458,1
31,2
347,10
360,6
422,2
12,3
153,2
823,1
54,5
833,1
70,2
241,2
1958,2
641,1
2204,1
147,6
1124,1
228,2
218,3
392,1
490,2
721,1
1818,1
1465,2
644,2
461,2
487,5
636,2
160,1
193,3
2424,1
1193,3
277,3
1285,1
342,3
48,4
1056,1
610,3
1925,1
2429,2
649,3
1009,1
924,1
1815,1
1119,1
2460,1
581,1
278,1
1862,1
131,6
952,3
1344,1
301,1
562,3
8,3
810,1
174,6
663,3
81,7
1340,2
895,5
345,1
314,1
2143,3
538,1
32,7
455,10
1026,4
1901,1
785,1
806,1
329,22
609,2
963,2
240,5
27,3
835,1
231,2
2416,1
109,8
201,2
379,2
1983,1
980,2
1035,2
2453,3
492,5
1419,1
341,4
481,3
106,9
725,1
133,1
558,3
684,1
908,4
52,11
657,4
101,3
284,2
371,9
1190,3
659,3
770,2
2059,2
1141,1
570,1
1110,1
1485,2
128,13
333,1
310,2
749,6
1148,1
2098,2
1464,1
594,2
801,1
121,6
1851,1
1513,1
494,5
1752,1
388,4
733,1
1342,1
38,12
367,3
652,2
296,4
169,3
372,1
171,1
384,2
2258,1
1346,8
1457,1
1555,8
723,3
1488,1
324,3
1673,1
918,1
230,2
2149,1
1669,1
505,1
397,3
123,2
149,2
203,3
221,3
291,2
1213,1
432,1
66,3
1865,1
1453,1
1272,1
247,2
2061,2
519,4
917,3
793,4
88,1
100,2
222,2
710,1
381,1
1078,1
135,4
254,1
223,1
1949,1
1479,2
22,1
464,1
826,1
830,2
972,2
653,1
2248,1
782,2
326,5
1515,1
47,2
568,1
164,1
1593,1
698,6
90,1
2199,1
620,2
7,6
288,7
1320,1
1332,1
44,1
74,3
194,3
1787,1
