21,37
165,32
1284,8
7,95
26,40
227,7
2157,3
80,15
2,167
520,11
435,11
144,21
16,61
55,50
410,8
128,22
1864,4
74,39
156,8
108,45
230,5
218,5
115,32
14,65
377,8
69,82
319,16
633,10
922,8
151,12
858,2
1366,6
150,15
343,21
1984,3
468,6
1024,9
239,14
287,19
48,30
22,52
13,72
355,10
6,122
159,15
2284,4
36,35
1584,1
183,11
213,22
94,49
114,18
816,1
9,85
41,65
302,14
411,11
37,60
62,35
836,2
63,37
90,31
977,4
336,25
1867,1
162,17
522,4
1125,9
246,8
95,13
194,13
1866,4
1372,1
722,8
152,25
1139,6
142,26
1290,2
1222,1
91,40
1132,5
701,4
769,5
508,12
931,2
133,14
1303,4
12,95
312,8
1328,5
56,41
73,37
260,7
656,8
470,10
1573,3
68,13
1063,2
401,14
353,4
186,15
83,12
596,1
49,9
24,34
678,10
516,21
646,2
1038,8
1713,3
962,2
446,7
79,11
281,20
639,8
352,9
46,41
23,45
1377,2
951,3
950,8
85,34
577,9
497,1
425,5
367,6
539,5
1029,2
270,15
242,10
71,35
27,30
533,1
2076,4
2315,4
991,4
558,3
337,8
198,19
1495,4
129,33
17,70
1276,2
30,56
654,1
1412,3
25,68
40,56
970,3
1730,1
2488,1
1015,2
1288,4
127,21
32,53
206,17
942,3
891,13
44,49
587,11
741,6
57,42
463,22
20,121
89,43
849,4
11,70
2489,2
1421,5
1019,11
441,9
665,8
93,29
157,11
325,2
65,20
197,8
291,18
853,2
211,28
60,31
527,8
1201,5
459,15
86,23
311,10
2170,3
389,10
911,9
2192,7
110,47
913,2
2086,10
228,19
933,4
168,33
184,15
819,3
172,16
104,27
1876,5
234,13
1135,4
754,8
1006,2
1528,5
238,33
636,7
486,4
1563,10
1003,12
2243,3
256,7
686,8
5,128
119,31
521,19
72,14
255,11
790,12
1168,6
61,28
1001,14
1489,2
10,47
113,38
189,18
207,9
579,9
360,10
87,36
97,50
765,9
897,15
510,9
530,9
229,12
449,44
405,6
19,51
365,6
274,14
237,46
503,20
70,51
315,17
1,222
116,69
909,6
300,14
965,8
616,8
28,45
883,7
484,7
928,9
59,32
421,16
623,15
130,27
245,23
122,20
318,15
1064,9
185,12
3,144
332,13
597,18
1686,2
38,19
296,16
317,17
196,8
398,7
892,7
1677,4
118,8
959,3
2206,2
850,8
2106,2
525,5
2338,6
161,22
190,5
1833,5
259,35
298,7
243,11
2017,13
31,41
1669,8
78,17
1927,2
1207,11
2450,10
675,4
1233,3
138,22
15,78
101,30
823,11
903,7
371,8
67,22
289,10
327,14
845,6
2238,10
590,10
2468,6
191,11
145,16
1297,6
224,14
187,15
2052,6
223,8
181,9
2057,12
282,12
1359,8
801,3
974,6
262,40
1420,6
2088,2
126,36
2490,4
426,6
369,6
253,19
160,2
509,3
555,4
1133,5
209,25
1842,6
621,7
554,2
428,12
1602,4
1332,2
244,13
821,10
179,10
780,10
880,8
383,23
2438,7
351,15
2066,4
999,4
2227,3
488,12
277,13
1212,3
938,4
1338,5
1529,2
1350,6
1081,2
266,11
481,9
50,21
476,7
406,7
1626,4
52,34
949,3
173,5
2276,3
507,20
658,10
309,18
188,14
638,9
946,7
252,8
1005,12
310,8
1471,2
2065,6
2498,2
1070,11
2336,8
864,3
105,11
301,17
1051,4
362,17
568,4
745,4
705,8
18,47
557,4
934,7
1244,14
378,6
261,5
519,5
771,8
708,6
249,14
345,14
2458,2
344,19
96,15
479,8
651,12
2283,2
180,14
103,14
1401,3
54,31
286,7
589,18
1115,7
278,20
1407,3
461,4
809,15
1103,9
34,28
493,2
2174,3
102,14
937,18
125,9
730,5
233,7
714,1
231,15
109,11
1806,2
611,7
148,6
475,8
978,6
764,7
106,9
275,15
1909,2
1162,6
81,18
1500,2
1870,3
76,18
1158,3
2308,4
139,20
825,7
585,4
1154,6
1995,15
1601,1
1954,8
135,2
112,11
2060,2
121,13
1635,3
952,1
2100,1
1722,2
2163,3
251,9
2259,2
1037,11
1000,8
810,4
43,32
455,6
600,3
193,20
460,6
723,6
696,10
1334,2
92,23
201,15
232,20
1209,5
862,4
1883,2
670,1
541,3
625,2
784,4
866,1
2223,3
682,9
136,26
141,11
1439,5
120,5
490,1
1256,5
53,24
399,4
1062,7
265,4
528,8
171,15
202,12
690,8
77,19
51,25
2102,3
454,12
888,3
932,5
760,8
1259,1
1252,1
33,18
1794,1
1122,3
423,6
1183,4
1022,5
39,34
1640,3
267,7
143,5
1100,4
2400,2
2043,1
331,9
200,12
376,2
767,4
329,1
667,3
163,9
1310,4
1250,4
846,5
697,2
1689,1
2307,1
413,4
1184,2
889,3
572,3
935,2
350,19
203,7
199,3
226,8
58,18
2156,1
153,12
431,2
861,5
982,2
677,2
495,9
147,16
1670,2
710,1
1210,1
465,9
1612,1
1819,1
140,9
1255,1
502,8
553,7
1025,4
279,17
961,3
2212,3
8,2
716,4
498,4
1484,2
372,7
538,3
2207,3
680,7
720,2
943,4
99,11
457,7
240,10
359,1
1185,1
447,5
717,6
379,7
2149,1
1035,2
1362,2
1319,6
1391,12
1277,2
394,4
1056,1
1618,1
1094,5
514,5
1215,2
221,2
563,8
1424,4
1538,1
731,7
1076,1
1174,3
881,3
657,5
1554,6
2168,1
1204,1
1636,10
770,1
469,3
338,4
2038,5
570,3
761,1
1504,10
134,18
192,9
250,10
1337,1
308,2
496,10
271,1
607,2
1112,1
543,4
158,15
363,15
900,1
694,9
146,6
472,5
1985,1
276,6
1801,1
565,4
1831,3
560,4
580,4
2070,1
84,10
2173,3
368,11
424,11
220,4
208,1
865,3
948,3
442,3
1116,6
1589,4
917,1
727,2
739,2
662,2
280,14
418,6
1881,2
789,3
834,2
2046,1
285,7
385,7
314,14
1216,4
154,1
747,2
1667,3
326,2
1048,3
1821,2
1717,4
1061,1
485,6
2340,9
2005,5
1839,2
288,6
433,5
595,1
334,7
986,3
1536,1
1688,10
1292,3
342,5
1747,1
1153,1
535,3
1458,1
214,4
1624,1
2287,1
1219,1
64,17
417,4
1704,5
2344,2
688,2
370,3
402,5
416,7
1197,2
380,2
1036,3
1253,2
896,3
1644,2
1196,1
1464,2
1517,4
217,7
1085,4
773,3
269,14
235,21
733,7
562,5
2268,1
1622,1
456,1
439,2
652,5
975,4
791,1
2199,5
955,2
386,6
1376,1
1457,1
366,7
1432,2
1930,1
1007,2
1443,1
582,4
1646,2
601,3
744,5
1983,10
529,8
700,1
1380,1
857,1
2316,3
1743,1
1966,4
1096,2
2075,3
1242,3
2439,2
1245,1
792,1
2158,2
1274,5
884,3
333,5
973,5
863,4
749,3
323,7
1291,1
545,4
756,2
669,7
494,14
2214,1
1034,1
542,2
2195,2
176,2
629,9
2055,7
117,20
1587,1
2475,1
526,4
806,3
500,6
297,11
963,5
2022,2
918,1
182,5
1413,1
2179,6
2416,2
1275,3
462,4
1856,1
1651,2
263,5
632,2
958,2
290,4
304,1
2431,2
631,1
854,6
547,1
1988,5
1409,2
258,25
482,2
797,1
66,3
293,3
549,2
659,4
1326,1
166,19
575,2
375,7
1815,2
1039,5
788,5
1880,1
466,6
687,1
1367,5
1702,2
1323,4
1913,1
2190,1
1134,1
1729,1
1426,4
257,1
473,4
925,7
408,7
1719,5
781,1
603,3
2341,3
945,3
1178,5
292,20
795,7
1080,5
124,14
1692,2
2251,1
693,2
2347,1
1033,2
1482,1
829,3
956,1
1945,3
403,9
1681,5
361,9
776,3
415,6
1534,2
1940,1
544,11
1968,3
445,7
400,8
1208,3
531,3
1052,3
2476,1
1431,3
1804,2
805,1
316,7
904,3
471,5
740,2
1180,3
1997,2
444,1
641,1
1775,3
205,3
878,7
1478,1
998,2
2185,1
2111,5
2123,1
2219,1
1630,1
511,1
783,3
1269,1
364,3
940,7
195,10
2322,2
902,6
827,6
42,3
1576,1
1541,2
746,2
1750,2
990,2
2081,1
432,3
814,3
712,4
2247,4
164,3
559,2
2234,1
1020,3
1273,1
1738,1
1021,4
1454,4
2203,2
684,3
382,6
2145,1
320,12
674,2
992,1
706,1
894,2
1308,2
594,5
307,3
1433,1
1289,1
1680,2
719,1
774,1
2059,2
875,6
567,3
2419,2
1258,1
1726,2
2382,1
997,2
1379,9
916,7
2496,2
407,2
2240,1
981,4
294,1
2171,1
1414,1
321,11
284,13
1676,1
1388,3
808,1
1709,1
1919,3
1470,1
1878,3
1456,2
1283,5
420,3
1137,4
1104,4
2224,1
448,4
170,6
1769,1
887,2
1875,1
1301,2
1251,4
1192,4
556,4
1596,2
167,13
2484,1
2257,2
2459,2
322,5
1009,3
2048,2
75,1
491,3
757,3
1156,2
1515,3
1600,4
832,1
548,1
2020,5
2039,2
953,5
817,2
2139,5
1522,8
1200,4
1770,1
671,4
1088,7
1163,2
1629,1
2037,1
517,4
2006,1
1467,6
1460,1
586,9
1498,3
177,2
1129,4
1539,1
1018,1
1423,1
2178,1
766,4
578,2
1333,7
434,4
429,8
571,3
859,1
1772,1
622,3
1354,9
2310,3
1645,1
1666,2
890,1
1694,5
1653,3
452,2
2330,7
936,1
1240,1
467,4
593,15
2334,1
1526,2
169,2
132,12
775,2
1858,6
1838,3
1604,7
397,2
82,9
339,4
613,3
1220,2
212,5
989,4
873,2
1860,1
264,3
1817,3
225,14
1262,3
2357,1
419,7
1583,2
1422,1
614,2
826,1
591,9
1810,4
1962,1
957,3
1603,7
1177,2
1974,3
2176,1
1336,3
2074,4
910,1
2270,2
1440,1
1265,1
1497,1
1234,2
137,6
588,3
1679,4
2021,1
699,1
2358,2
1411,3
1146,7
930,2
1429,1
2041,3
1068,1
1445,1
1378,1
2105,3
391,16
1706,1
1894,2
506,1
1347,3
804,2
305,2
534,3
1011,1
1248,2
1231,3
2095,2
1763,3
1790,1
1956,3
2408,4
1575,1
1307,3
1229,3
330,2
2321,2
839,2
1176,3
303,1
2135,1
2424,2
1625,1
348,2
2045,1
2033,1
1451,1
1641,1
738,1
313,4
729,1
843,1
1620,1
1569,4
1492,1
626,4
2368,2
2189,1
668,1
734,2
1161,1
724,2
996,4
414,3
1511,4
837,2
1781,1
1765,2
1562,1
1410,3
1182,1
1508,1
798,5
1660,4
752,13
1008,5
867,3
1144,1
640,4
1779,1
1888,2
1295,1
1501,3
1744,2
1703,1
830,3
1845,2
299,1
1353,8
100,6
1167,2
1773,3
1093,2
2069,2
149,10
1016,7
2063,2
2067,2
602,3
576,8
2018,5
1820,2
630,1
1181,2
606,1
2326,1
592,9
1169,2
1218,1
395,1
2367,1
1572,1
1091,2
1171,6
2280,3
1017,3
1266,1
2405,1
2457,4
796,5
1561,3
1268,2
515,6
1731,1
2084,1
2072,1
2469,1
2142,1
1745,2
1082,1
1668,4
1160,4
1496,2
2211,1
513,6
1544,3
967,2
2363,1
1351,1
1312,2
899,1
1796,1
1808,3
647,1
1228,3
1991,1
1157,1
1049,1
1065,2
1999,1
1123,1
1357,1
1678,1
1887,1
901,1
341,1
2153,1
1568,3
1507,2
349,2
2035,2
666,1
1656,1
2099,1
1605,2
2246,1
1141,2
1155,4
1520,1
583,4
1344,2
782,2
2271,2
649,5
689,38
409,6
2130,1
812,1
1098,1
1059,1
1392,2
939,3
273,3
2430,6
1189,1
2127,1
2175,1
1054,4
2101,1
2042,1
831,3
552,1
1399,1
2050,4
1072,3
1787,1
1799,1
564,1
1650,1
750,2
1126,1
2309,1
1304,1
518,1
2269,2
1610,1
987,1
624,1
1041,1
1990,3
1847,2
1046,3
915,3
2497,3
2096,1
550,1
995,3
1978,1
1853,4
1863,1
1042,1
1789,1
2162,1
1654,2
381,3
1931,3
860,1
1582,1
1106,1
1463,2
1394,1
785,2
924,4
1897,1
1066,3
2433,1
2143,1
2375,1
968,3
2425,1
1760,1
453,1
1530,1
1279,2
1469,2
1834,1
1282,7
1512,1
755,1
1556,2
1221,4
877,3
1045,2
2062,1
882,1
451,1
1246,1
2449,1
2213,8
1911,2
868,1
1533,2
532,2
811,1
1695,2
1194,2
1967,2
306,1
390,1
1691,1
2331,1
1499,1
842,1
1384,1
885,1
2161,3
758,1
1628,1
1513,1
2209,1
2132,1
980,3
929,3
1257,2
966,1
1934,1
2434,1
1389,4
1446,1
1959,1
354,2
1217,2
828,10
1404,1
1786,1
1298,1
1166,1
1044,3
1756,1
1150,1
1914,3
2428,7
676,1
155,1
1305,1
2128,2
2404,3
2003,2
642,1
2000,1
871,2
561,1
2274,9
1012,1
824,1
1540,1
615,1
1849,3
2137,1
174,1
1058,1
